respondent,OUTPUTDATE,TYPE,00:00,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
1098,1/01/2013,general,0.0407174018419777,0.027387300048473097,0.014057198254968492,0.014057198254968492,0.014057198254968492,0.012118274357731459,0.010179350460494426,0.010664081434803685,0.01114881240911294,0.013491678784941022,0.015834545160769105,0.012845370819195344,0.009856196477621584,0.009452253999030538,0.00904831152043949,0.012441428340604296,0.015834545160769105,0.012845370819195344,0.009856196477621584,0.009209888511875907,0.00856358054613023,0.011956697366295042,0.01534981418645985,0.012037485862013251,0.008725157537566652,0.015107448699305222,0.021489739861043786,0.033123283244465986,0.04475682662788817,0.041767652286314426,0.038778477944740666,0.0532396186783002,0.06770075941185974,0.078203263855227,0.08870576829859426,0.0889481337857489,0.08919049927290353,0.06455000807884956,0.03990951688479559,0.03336564873162062,0.026821780578445635,0.031749878817256424,0.036677977056067214,0.056713523994183224,0.07674907093229924,0.08765551785425754,0.09856196477621586,0.08612053643561154,0.07367910809500726,0.09355307804168686,0.11342704798836645,0.08571659395702051,0.058006139925674584,0.06285344966876717,0.06770075941185974,0.06980126030053321,0.07190176118920666,0.07392147358216189,0.07594118597511713,0.07303280012926158,0.07012441428340602,0.07303280012926158,0.07594118597511713,0.09646146388754241,0.11698174179996765,0.2153013410890289,0.31362094037809013,0.2278235579253514,0.14202617547261268,0.10155113911778961,0.06107610276296655,0.044272095653578925,0.027468088544191305,0.03280012926159314,0.03813216997899499,0.08095007270964615,0.12376797544029727,0.1246566488931976,0.12554532234609792,0.09993536920342545,0.07432541606075295,0.06931652932622394,0.06430764259169493,0.06834706737760542,0.07238649216351592,0.07432541606075295,0.07626433995798998,0.07384068508644369,0.0714170302148974,0.07230570366779772,0.073194377120698,0.050735175311035705,0.028275973501373404,0.019550815963806756,0.011166666666666663,0.02658333333333333
1098,2/01/2013,general,0.010987235417676525,0.012603005332040718,0.014218775246404906,0.0141379867506867,0.014057198254968492,0.011795120374858623,0.00953304249474875,0.010583292939085475,0.0116335433834222,0.012683793827758923,0.013734044272095649,0.012764582323477132,0.011795120374858617,0.010179350460494426,0.00856358054613023,0.011310389400549363,0.014057198254968492,0.013330101793504604,0.012603005332040718,0.025367587655517852,0.03813216997899499,0.02973016642430118,0.02132816286960737,0.05606721602843754,0.09080626918726772,0.06511552754887702,0.03942478591048634,0.03805138148327678,0.036677977056067214,0.02973016642430118,0.022782355792535142,0.01470350622071417,0.006624656648893196,0.01736952657941509,0.02811439650993698,0.027306511552754882,0.026498626595572783,0.01947002746808854,0.0124414283406043,0.012845370819195345,0.013249313297786391,0.015915333656487313,0.018581354015188237,0.02197447083535305,0.025367587655517852,0.03627403457747617,0.047180481499434476,0.04306026821780577,0.03894005493617708,0.03587009209888512,0.03280012926159315,0.03780901599612215,0.04281790273065114,0.039747939893359174,0.036677977056067214,0.03999030538051381,0.0433026337049604,0.03797059298755856,0.032638552270156725,0.03797059298755856,0.0433026337049604,0.04265632573921474,0.042010017773469056,0.043060268217805786,0.04411051866214251,0.06907416383906931,0.09403780901599611,0.14081434803683954,0.18759088705768298,0.24236548715462916,0.29714008725157537,0.18904507998061076,0.08095007270964615,0.05453223460979156,0.02811439650993698,0.020843431895298106,0.013572467280659231,0.041848440782032634,0.07012441428340602,0.08838261431572143,0.10664081434803684,0.11560833737275811,0.1245758603974794,0.12748424624333493,0.1303926320891905,0.10163192761350785,0.07287122313782518,0.0756180319922443,0.07836484084666342,0.05792535142995637,0.037485862013249306,0.026902569074163836,0.016319276135078362,0.01680400710938762,0.017833333333333333,0.014583333333333334
1098,3/01/2013,general,0.02569074163839069,0.02431733721118113,0.02294393278397157,0.02035870092098885,0.017773469058006135,0.01615769914364194,0.01454192922927775,0.0182582000323154,0.02197447083535305,0.01971239295524317,0.017450315075133303,0.01389562126353207,0.010340927451930841,0.01567296816933269,0.021005008886734528,0.01971239295524317,0.018419777023751815,0.013087736306349974,0.007755695588948133,0.01454192922927775,0.02132816286960737,0.022459201809662297,0.023590240749717238,0.07464857004362578,0.12570689933753432,0.10502504443367262,0.08434318952981094,0.08111164970108255,0.07788010987235416,0.08595895944417513,0.09403780901599611,0.09775407981903377,0.1014703506220714,0.06915495233478752,0.03683955404750363,0.02601389562126353,0.015188237195023426,0.012441428340604296,0.009694619486185167,0.01858135401518823,0.027468088544191305,0.026498626595572783,0.025529164646954268,0.022782355792535142,0.020035546938116013,0.03360801421877524,0.047180481499434476,0.04701890450799806,0.04685732751656166,0.0439489416707061,0.041040555824850534,0.04588786556794314,0.050735175311035705,0.05105832929390855,0.05138148327678138,0.04766521247374374,0.0439489416707061,0.052674099208272755,0.06139925674583939,0.11940539667151398,0.17741153659718853,0.23008563580546126,0.282759735013734,0.38471481661011475,0.48666989820649537,0.4768137017288737,0.4669575052512522,0.45322346097915656,0.4394894167070609,0.5595411213443204,0.6795928259815801,0.6259492648246889,0.5723057036677976,0.565519470027468,0.5587332363871385,0.5593795443528842,0.5600258523186298,0.5493617708838261,0.5386976894490224,0.4900630150266601,0.44142834060429786,0.4448214574244627,0.4482145742446275,0.31152043948941666,0.17482630473420585,0.1528518338988528,0.13087736306349976,0.11940539667151395,0.10793343027952818,0.09823881079334301,0.08854419130715785,0.07852641783809985,0.06850864436904185,0.06931652932622394,0.07233333333333332,0.04941666666666666
1098,4/01/2013,general,0.06850864436904185,0.05719825496849248,0.04588786556794314,0.04572628857650671,0.045564711585070285,0.05558248505412828,0.06560025852318631,0.06382291161738568,0.062045564711585066,0.06188398772014864,0.06172241072871222,0.053158830182581995,0.04459524963645176,0.04685732751656163,0.049119405396671506,0.049442559379544344,0.04976571336241719,0.037970592987558574,0.02617547261269995,0.025852318629827106,0.025529164646954268,0.02569074163839069,0.025852318629827117,0.05703667797705606,0.08822103732428502,0.061722410728712235,0.03522378413313944,0.04669575052512522,0.058167716917111,0.041848440782032634,0.025529164646954268,0.03118435934722895,0.03683955404750363,0.059621909840038775,0.08240426563257391,0.07416383906931652,0.06592341250605914,0.068185490386169,0.07044756826627888,0.20067862336403294,0.330909678461787,0.4020035546938115,0.4730974309258361,0.5692357408305058,0.6653740507351753,0.608983680723865,0.5525933107125545,0.4974955566327354,0.4423978025529164,0.44530618839877195,0.4482145742446275,0.43512683793827756,0.42203910163192754,0.4215543706576183,0.421069639683309,0.41703021489739844,0.4129907901114881,0.41428340604297953,0.4155760219744709,0.4268864113750202,0.43819680077556955,0.44530618839877206,0.45241557602197446,0.45467765390208426,0.45693973178219416,0.47907577960898357,0.5012118274357731,0.4852157052835675,0.46921958313136203,0.47406689287445464,0.4789142026175472,0.46307965745677804,0.447245112296009,0.45257715301341084,0.4579091937308127,0.4482145742446275,0.43851995475844235,0.45952496364517686,0.48052997253191154,0.4800452415576023,0.479560510583293,0.4609791565681046,0.4423978025529164,0.4524155760219744,0.4624333494910325,0.40151882371950226,0.34060429794797215,0.19276135078364837,0.044918403619324615,0.040878978833414126,0.03683955404750363,0.030861205364356117,0.024882856681208595,0.025367587655517852,0.026666666666666672,0.04866666666666667
1098,5/01/2013,general,0.027144934561318463,0.021651316852480208,0.016157699143641943,0.029245435449991912,0.04233317175634189,0.03578930360316691,0.02924543544999192,0.02189368233963484,0.01454192922927775,0.015753756665050897,0.016965584100824042,0.02011633543383422,0.0232670867668444,0.01971239295524317,0.016157699143641943,0.016238487639360154,0.016319276135078362,0.016965584100824042,0.01761189206656972,0.019308450476652132,0.021005008886734528,0.018904507998061076,0.01680400710938762,0.01470350622071417,0.012603005332040718,0.018742931006624653,0.024882856681208595,0.07375989659072547,0.12263693650024236,0.07699143641945387,0.03134593633866538,0.027387300048473104,0.02342866375828083,0.018985296493779284,0.01454192922927775,0.07174018419777024,0.1289384391662627,0.2644207464857004,0.3999030538051381,0.3888350298917434,0.3777670059783487,0.3752625626110842,0.3727581192438197,0.40176118920665693,0.4307642591694942,0.4133947325900791,0.39602520601066404,0.4051543060268217,0.4142834060429793,0.3930360316690903,0.37178865729520116,0.3735660042010018,0.3753433511068025,0.37809015996122153,0.3808369688156406,0.3772822750040393,0.37372758119243815,0.3238002908385845,0.2738730004847309,0.16165777993213765,0.049442559379544344,0.06059137178865729,0.07174018419777024,0.0880594603328486,0.10437873646792695,0.10672160284375504,0.10906446921958313,0.07917272580384553,0.04928098238810793,0.042898691226369356,0.03651640006463079,0.052916464695427365,0.06931652932622394,0.053158830182581995,0.037001131038940045,0.030699628372919695,0.024398125706899337,0.02601389562126353,0.027629665535627724,0.030780416868637903,0.033931168201648085,0.05857165939570205,0.083212150589756,0.0839392470512199,0.08466634351268378,0.06915495233478752,0.05364356115689127,0.03966715139764097,0.02569074163839069,0.01987396994667959,0.014057198254968492,0.015269025690741638,0.016480853126514785,0.013734044272095656,0.011333333333333336,0.01966666666666667
1098,6/01/2013,general,0.01114881240911294,0.013168524802068182,0.015188237195023426,0.01429956374212312,0.013410890289222816,0.010744869930521895,0.008078849571820972,0.011310389400549363,0.01454192922927775,0.015269025690741638,0.015996122152205524,0.012118274357731459,0.008240426563257392,0.010583292939085475,0.012926159314913558,0.01454192922927775,0.016157699143641943,0.010987235417676523,0.0058167716917111,0.009775407981903374,0.013734044272095649,0.018742931006624653,0.023751817741153657,0.018742931006624653,0.013734044272095649,0.025286799159799637,0.03683955404750363,0.08232347713685571,0.12780740022620776,0.08676684440135723,0.04572628857650669,0.03401195669736629,0.02229762481822588,0.02512522216836322,0.027952819518500562,0.03627403457747617,0.04459524963645176,0.03433511068023913,0.024074971724026496,0.017450315075133296,0.010825658426240099,0.010502504443367262,0.010179350460494426,0.013572467280659231,0.016965584100824042,0.013653255776377441,0.010340927451930841,0.009775407981903374,0.009209888511875907,0.012603005332040718,0.015996122152205524,0.014622717724995956,0.013249313297786391,0.012118274357731459,0.010987235417676525,0.010260138956212637,0.00953304249474875,0.012845370819195345,0.016157699143641943,0.02035870092098885,0.024559702698335753,0.01930845047665212,0.014057198254968492,0.018662142510906445,0.0232670867668444,0.025609953142672476,0.027952819518500562,0.028356761997091612,0.02876070447568266,0.024721279689772172,0.020681854903861686,0.021570528356761993,0.022459201809662308,0.023751817741153657,0.02504443367264501,0.023590240749717238,0.02213604782678946,0.022701567296816928,0.0232670867668444,0.05380513814832767,0.08434318952981094,0.07925351429956373,0.07416383906931652,0.07141703021489738,0.06867022136047826,0.05929875585716593,0.049927290353853605,0.04338342220067862,0.03683955404750363,0.03199224430441105,0.027144934561318463,0.02666020358700921,0.02617547261269995,0.028195185005655196,0.031166666666666676,0.021333333333333336
1098,7/01/2013,general,0.01987396994667959,0.0149458717078688,0.010017773469058003,0.00977540798190338,0.00953304249474875,0.012764582323477137,0.015996122152205524,0.021408951365325578,0.026821780578445635,0.024559702698335757,0.02229762481822588,0.018338988528033607,0.014380352237841334,0.014218775246404912,0.014057198254968492,0.012522216836322509,0.010987235417676525,0.00985619647762159,0.008725157537566652,0.012764582323477137,0.01680400710938762,0.013410890289222812,0.010017773469058003,0.043221845209242195,0.07642591694942638,0.07060914525771528,0.06479237356600419,0.058006139925674584,0.051219906285344965,0.04572628857650671,0.04023267086766844,0.048796251413798675,0.05735983195992889,0.04621101955081595,0.03506220714170301,0.03304249474874778,0.031022782355792533,0.03247697527872031,0.033931168201648085,0.04144449830344159,0.04895782840523509,0.040151882371950234,0.03134593633866538,0.033931168201648085,0.03651640006463079,0.05760219744708354,0.07868799482953627,0.04709969300371627,0.015511391177896267,0.013653255776377441,0.011795120374858617,0.16755534011956696,0.3233155598642753,0.3586201324931329,0.39392470512199057,0.3941670706091452,0.39440943609629986,0.39263208919049924,0.39085474228469863,0.4041040555824851,0.4173533688802714,0.4196154467603813,0.4218775246404913,0.41646469542737113,0.41105186621425105,0.4185651963160446,0.42607852641783805,0.4945871707868799,0.5630958151559219,0.5383745354661496,0.5136532557763774,0.4768137017288737,0.4399741476813701,0.43698497333979636,0.43399579899822277,0.4123444821457425,0.3906931652932622,0.3883502989174341,0.3860074325416061,0.2957666828243658,0.20552593310712552,0.17005978348683148,0.1345936338665374,0.09936984973339795,0.06414606560025853,0.055097754079819025,0.04604944255937954,0.04564550008078849,0.04524155760219743,0.03352722572305703,0.021812893843916624,0.022216836322507667,0.022620778801098716,0.02229762481822588,0.022666666666666672,0.021583333333333336
1098,8/01/2013,general,0.019227661980933907,0.017773469058006135,0.016319276135078362,0.01680400710938762,0.01728873808369688,0.0199547584423978,0.022620778801098716,0.019066084989497488,0.015511391177896267,0.01518823719502343,0.014865083212150593,0.018419777023751818,0.02197447083535305,0.01866214251090645,0.01534981418645985,0.015107448699305222,0.014865083212150593,0.014380352237841334,0.013895621263532075,0.014461140733559542,0.015026660203587007,0.014057198254968492,0.013087736306349974,0.04039424785910485,0.06770075941185974,0.07125545322346097,0.07481014703506221,0.060187429310066244,0.045564711585070285,0.04079819033769591,0.03603166909032154,0.025367587655517845,0.014703506220714164,0.015996122152205524,0.01728873808369688,0.019712392955243168,0.02213604782678946,0.03926320891904993,0.056390370011310385,0.05469381160122798,0.052997253191145566,0.04402973016642429,0.03506220714170301,0.030941993860074325,0.026821780578445635,0.029810954920019395,0.03280012926159315,0.03780901599612215,0.04281790273065114,0.042898691226369356,0.04297947972208757,0.036677977056067214,0.030376474390046853,0.031022782355792526,0.03166909032153821,0.05089675230247212,0.07012441428340602,0.06317660365163999,0.05622879301987396,0.047503635482307315,0.038778477944740666,0.03425432218452092,0.029730166424301187,0.03061883987720149,0.031507513330101794,0.11197285506543868,0.19243819680077556,0.12433349491032476,0.05622879301987396,0.04192922927775084,0.027629665535627724,0.025286799159799644,0.02294393278397157,0.02060106640814348,0.018258200032315392,0.01672321861366941,0.015188237195023426,0.015430602682178055,0.01567296816933269,0.035546938116012276,0.055420908062691863,0.09621909840038778,0.1370172887380837,0.11536597188560349,0.09371465503312325,0.09096784617870414,0.08822103732428502,0.07012441428340602,0.05202779124252705,0.03401195669736629,0.015996122152205524,0.013330101793504604,0.010664081434803685,0.013814832767813862,0.0175,0.01866666666666666
1098,9/01/2013,general,0.01680400710938762,0.015188237195023426,0.013572467280659231,0.013572467280659231,0.013572467280659231,0.016480853126514785,0.019389238972370333,0.01858135401518823,0.017773469058006135,0.03069962837291969,0.04362578768783325,0.03021489739861043,0.01680400710938762,0.018258200032315392,0.019712392955243168,0.025529164646954268,0.03134593633866538,0.03183066731297463,0.032315398287283886,0.0232670867668444,0.014218775246404906,0.015188237195023426,0.016157699143641943,0.06770075941185974,0.11924381968007756,0.12942317014057197,0.13960252060106643,0.12182905154306024,0.10405558248505412,0.11035708515107447,0.11665858781709482,0.0857973824527387,0.05493617708838261,0.04055582485054128,0.02617547261269995,0.018904507998061076,0.0116335433834222,0.02229762481822588,0.03296170625302957,0.03263855227015673,0.032315398287283886,0.027306511552754882,0.02229762481822588,0.026983357569882044,0.03166909032153821,0.03926320891904993,0.04685732751656166,0.06963968330909677,0.09242203910163191,0.0683470673776054,0.04427209565357892,0.045887865567943116,0.047503635482307315,0.042333171756341895,0.037162708030376475,0.027791242527064147,0.018419777023751815,0.02116658587817095,0.02391339473259008,0.026983357569882044,0.030053320407174015,0.02666020358700921,0.0232670867668444,0.09646146388754241,0.1696558410082404,0.28179027306511545,0.39392470512199057,0.5121990628534495,0.6304734205849086,0.5813540151882373,0.5322346097915656,0.45209242203910166,0.3719502342866377,0.3121667474551624,0.25238326062368716,0.17531103570851503,0.09823881079334301,0.07884957182097269,0.059460332848602374,0.08822103732428502,0.11698174179996765,0.128292131200517,0.13960252060106643,0.13944094360962997,0.13927936661819354,0.1038940054936177,0.06850864436904185,0.060591371788657304,0.052674099208272755,0.049927290353853605,0.047180481499434476,0.032153821295847464,0.01712716109226046,0.021005008886734528,0.025666666666666667,0.0215
1098,10/01/2013,general,0.013572467280659231,0.0116335433834222,0.009694619486185167,0.012926159314913557,0.016157699143641943,0.013249313297786393,0.010340927451930841,0.010340927451930841,0.010340927451930841,0.012037485862013246,0.013734044272095649,0.011310389400549358,0.008886734529003066,0.011795120374858617,0.014703506220714164,0.012118274357731459,0.00953304249474875,0.010098561964776218,0.010664081434803685,0.019389238972370333,0.02811439650993698,0.0323961867830021,0.036677977056067214,0.044029730166424315,0.05138148327678138,0.07448699305218935,0.09759250282759732,0.08329293908547422,0.06899337534335111,0.061560833737275805,0.05412829213120053,0.04677653902084343,0.03942478591048634,0.04475682662788817,0.05008886734529002,0.035546938116012276,0.021005008886734528,0.01712716109226046,0.013249313297786391,0.014218775246404906,0.015188237195023426,0.018823719502342868,0.022459201809662308,0.04023267086766845,0.058006139925674584,0.04225238326062369,0.026498626595572783,0.0357085151074487,0.044918403619324615,0.09371465503312328,0.14251090644692194,0.186055905639037,0.22960090483115203,0.21627080303764745,0.20294070124414282,0.21134270479883663,0.21974470835353044,0.22152205525933105,0.2232994021651317,0.22564226854095976,0.22798513491678782,0.2419615446760381,0.2559379544352884,0.38519954758442393,0.5144611407335594,0.6930845047665211,0.8717078687994828,0.8060268217805782,0.7403457747616737,0.6528518338988526,0.5653578930360316,0.4116981741799966,0.25803845532396186,0.142914848925513,0.027791242527064147,0.11754726126999517,0.20730328001292617,0.22127968977217644,0.23525609953142668,0.25496849248666986,0.27468088544191305,0.24858620132493128,0.22249151720794957,0.15818387461625463,0.09387623202455969,0.07771853288091775,0.061560833737275805,0.057036677977056055,0.052512522216836305,0.04459524963645176,0.036677977056067214,0.026498626595572786,0.016319276135078362,0.01389562126353207,0.011833333333333336,0.012916666666666668
